YEAR,MO,DY,HR,SRAD,WS,TM,HU
2023,1,28,5,0.0,2.49,6.37,2.01
2023,1,28,6,0.0,2.28,6.7,2.0
2023,1,28,7,97.62,1.81,9.1,2.22
2023,1,28,8,296.05,1.66,13.38,2.11
2023,1,28,9,488.02,0.32,17.46,1.99
2023,1,28,10,630.85,1.67,21.78,1.64
2023,1,28,11,721.55,2.39,23.56,1.58
2023,1,28,12,725.55,2.78,24.71,1.55
2023,1,28,13,658.38,3.13,25.34,1.57
2023,1,28,14,521.12,3.32,25.34,1.69
2023,1,28,15,336.33,2.9,24.61,1.92
2023,1,28,16,141.4,1.57,21.8,2.87
2023,1,28,17,12.0,0.74,19.7,2.6
2023,1,28,18,0.0,0.3,18.91,2.51
2023,1,28,19,0.0,1.21,17.57,2.51
2023,1,28,20,0.0,1.82,15.86,2.5
2023,1,28,21,0.0,2.21,14.8,2.52
2023,1,28,22,0.0,2.41,13.77,2.58
2023,1,28,23,0.0,2.5,12.95,2.65
2023,1,29,0,0.0,2.57,12.25,2.71
2023,1,29,1,0.0,2.62,11.62,2.79
2023,1,29,2,0.0,2.65,11.13,2.88
2023,1,29,3,0.0,2.72,10.63,3.02
2023,1,29,4,0.0,2.91,10.11,3.28
2023,1,29,5,0.0,3.14,9.65,3.65
2023,1,29,6,0.0,2.82,9.26,4.07
2023,1,29,7,19.3,2.72,11.17,4.79
2023,1,29,8,62.58,2.13,11.81,5.68
2023,1,29,9,135.38,1.14,13.24,6.66
2023,1,29,10,214.82,1.98,16.96,7.4
2023,1,29,11,117.65,3.14,21.02,7.78
2023,1,29,12,294.62,4.95,23.88,7.99
2023,1,29,13,257.15,5.75,24.66,8.17
2023,1,29,14,184.4,5.93,24.37,8.45
2023,1,29,15,89.62,5.3,23.2,9.03
2023,1,29,16,42.35,4.04,20.76,9.59
2023,1,29,17,5.43,3.94,18.76,9.53
2023,1,29,18,0.0,4.16,18.45,9.55
2023,1,29,19,0.0,4.38,18.07,9.63
2023,1,29,20,0.0,4.24,17.46,9.71
2023,1,29,21,0.0,3.48,16.62,9.66
2023,1,29,22,0.0,3.03,15.88,9.5
2023,1,29,23,0.0,2.73,15.41,9.37
2023,1,30,0,0.0,2.59,14.77,9.19
2023,1,30,1,0.0,2.62,13.99,9.01
2023,1,30,2,0.0,2.88,13.56,8.86
2023,1,30,3,0.0,2.63,13.17,8.73
2023,1,30,4,0.0,2.11,12.77,8.71
2023,1,30,5,0.0,1.96,12.45,8.69
2023,1,30,6,0.0,2.05,12.25,8.59
2023,1,30,7,57.75,2.76,12.59,8.4
2023,1,30,8,179.65,3.16,13.2,8.28
2023,1,30,9,304.35,3.92,14.97,8.1
2023,1,30,10,347.85,4.37,17.8,7.53
2023,1,30,11,364.48,4.02,20.42,7.27
2023,1,30,12,313.48,3.34,21.63,7.44
2023,1,30,13,316.38,2.81,22.17,7.71
2023,1,30,14,240.35,2.28,22.2,7.98
2023,1,30,15,168.18,1.82,21.72,8.2
2023,1,30,16,91.45,1.09,20.37,9.48
2023,1,30,17,10.65,0.91,19.07,9.16
2023,1,30,18,0.0,0.84,18.75,8.97
2023,1,30,19,0.0,0.98,18.23,8.91
2023,1,30,20,0.0,1.17,17.66,8.89
2023,1,30,21,0.0,1.26,16.75,8.79
2023,1,30,22,0.0,1.37,15.8,8.7
2023,1,30,23,0.0,1.7,14.66,8.63
2023,1,31,0,0.0,2.08,13.5,8.53
2023,1,31,1,0.0,2.43,12.34,8.39
2023,1,31,2,0.0,2.62,11.5,8.25
2023,1,31,3,0.0,2.72,10.83,8.06
2023,1,31,4,0.0,2.77,10.24,7.82
2023,1,31,5,0.0,2.82,9.69,7.55
2023,1,31,6,0.0,2.83,9.33,7.27
2023,1,31,7,62.38,3.38,12.1,7.13
2023,1,31,8,171.7,3.37,14.89,7.12
2023,1,31,9,286.7,4.36,18.84,7.19
2023,1,31,10,459.23,4.36,20.95,6.9
2023,1,31,11,681.88,4.51,22.17,6.49
2023,1,31,12,743.22,4.77,22.96,6.05
2023,1,31,13,681.22,5.0,23.25,5.67
2023,1,31,14,559.17,4.99,22.93,5.33
2023,1,31,15,384.65,4.85,21.86,5.11
2023,1,31,16,180.68,3.44,19.39,5.56
2023,1,31,17,17.02,3.01,14.73,5.89
2023,1,31,18,0.0,3.1,13.04,5.6
2023,1,31,19,0.0,3.0,11.87,5.41
2023,1,31,20,0.0,2.98,10.89,5.23
2023,1,31,21,0.0,3.0,10.1,5.06
2023,1,31,22,0.0,3.04,9.39,4.93
2023,1,31,23,0.0,3.09,8.75,4.83
2023,2,1,0,0.0,3.16,8.17,4.74
2023,2,1,1,0.0,3.23,7.66,4.65
2023,2,1,2,0.0,3.26,7.2,4.56
2023,2,1,3,0.0,3.28,6.78,4.46
2023,2,1,4,0.0,3.28,6.4,4.35
2023,2,1,5,0.0,3.26,6.05,4.27
2023,2,1,6,0.0,3.18,5.86,4.23
2023,2,1,7,103.07,3.22,9.23,4.41
2023,2,1,8,284.48,3.31,12.45,4.47
2023,2,1,9,465.4,3.25,16.63,4.62
2023,2,1,10,686.22,3.7,19.76,4.45
2023,2,1,11,778.0,3.81,21.47,4.34
2023,2,1,12,794.85,3.78,22.76,4.14
2023,2,1,13,735.62,3.61,23.55,3.91
2023,2,1,14,603.17,3.44,23.61,3.77
2023,2,1,15,418.85,3.35,22.86,3.79
2023,2,1,16,199.23,2.27,19.67,5.64
2023,2,1,17,19.6,2.97,15.01,5.23
2023,2,1,18,0.0,3.33,13.19,4.94
2023,2,1,19,0.0,3.43,12.04,4.8
2023,2,1,20,0.0,3.38,11.08,4.69
2023,2,1,21,0.0,3.34,10.3,4.58
2023,2,1,22,0.0,3.43,9.65,4.47
2023,2,1,23,0.0,3.56,9.16,4.36
2023,2,2,0,0.0,3.63,8.74,4.28
2023,2,2,1,0.0,3.65,8.3,4.21
2023,2,2,2,0.0,3.62,7.84,4.14
2023,2,2,3,0.0,3.57,7.41,4.07
2023,2,2,4,0.0,3.56,7.06,4.01
2023,2,2,5,0.0,3.58,6.8,3.95
2023,2,2,6,0.0,3.59,6.77,3.92
2023,2,2,7,125.25,3.94,10.49,4.08
2023,2,2,8,342.1,4.09,14.02,4.09
2023,2,2,9,542.67,3.32,18.01,4.36
2023,2,2,10,693.65,3.94,21.91,4.25
2023,2,2,11,778.95,3.38,23.76,4.29
2023,2,2,12,793.85,3.09,25.15,4.23
2023,2,2,13,735.33,3.03,26.01,4.03
2023,2,2,14,606.33,3.22,26.05,3.91
2023,2,2,15,421.98,3.34,25.21,3.92
2023,2,2,16,202.12,2.32,21.73,6.13
2023,2,2,17,20.62,2.99,17.03,5.48
2023,2,2,18,0.0,3.31,15.11,5.14
2023,2,2,19,0.0,3.47,13.85,4.96
2023,2,2,20,0.0,3.51,12.84,4.8
2023,2,2,21,0.0,3.51,12.03,4.67
2023,2,2,22,0.0,3.53,11.35,4.54
2023,2,2,23,0.0,3.56,10.79,4.4
2023,2,3,0,0.0,3.57,10.3,4.27
2023,2,3,1,0.0,3.54,9.85,4.15
2023,2,3,2,0.0,3.39,9.47,4.04
2023,2,3,3,0.0,3.15,9.3,3.93
2023,2,3,4,0.0,2.85,9.41,3.82
2023,2,3,5,0.0,2.44,9.92,3.7
2023,2,3,6,0.0,1.89,10.72,3.6
2023,2,3,7,118.62,1.12,13.31,4.48
2023,2,3,8,329.23,0.69,16.55,3.69
2023,2,3,9,529.33,0.48,19.84,3.85
2023,2,3,10,681.17,1.15,24.17,3.53
2023,2,3,11,779.67,1.52,25.85,3.5
2023,2,3,12,794.17,1.75,26.74,3.45
2023,2,3,13,736.35,1.9,27.13,3.43
2023,2,3,14,609.47,2.03,26.91,3.37
2023,2,3,15,424.7,2.14,26.03,3.43
2023,2,3,16,204.98,1.56,23.02,6.29
2023,2,3,17,21.7,1.77,20.08,4.83
2023,2,3,18,0.0,1.72,18.88,4.5
2023,2,3,19,0.0,1.63,17.82,4.41
2023,2,3,20,0.0,1.64,16.96,4.32
2023,2,3,21,0.0,1.73,16.08,4.25
2023,2,3,22,0.0,1.81,15.33,4.18
2023,2,3,23,0.0,1.9,14.73,4.11
2023,2,4,0,0.0,1.94,14.06,4.05
2023,2,4,1,0.0,1.94,13.56,3.99
2023,2,4,2,0.0,1.95,13.1,3.93
2023,2,4,3,0.0,2.0,12.67,3.88
2023,2,4,4,0.0,1.99,12.41,3.83
2023,2,4,5,0.0,2.05,12.04,3.81
2023,2,4,6,0.0,2.11,11.76,3.82
2023,2,4,7,121.55,1.83,13.8,4.94
2023,2,4,8,332.17,2.28,17.6,3.94
2023,2,4,9,531.3,1.93,21.12,4.09
2023,2,4,10,682.38,3.14,25.81,3.8
2023,2,4,11,764.1,3.97,27.28,4.12
2023,2,4,12,780.03,4.52,27.91,4.39
2023,2,4,13,722.8,4.84,28.02,4.55
2023,2,4,14,597.58,4.92,27.54,4.64
2023,2,4,15,415.95,4.73,26.52,4.72
2023,2,4,16,200.52,2.88,23.33,6.27
2023,2,4,17,21.42,3.19,18.54,6.31
2023,2,4,18,0.0,3.26,16.94,6.02
2023,2,4,19,0.0,3.17,15.92,5.86
2023,2,4,20,0.0,3.02,15.12,5.71
2023,2,4,21,0.0,2.88,14.53,5.57
2023,2,4,22,0.0,2.75,14.07,5.44
2023,2,4,23,0.0,2.64,13.67,5.34
2023,2,5,0,0.0,2.6,13.24,5.25
2023,2,5,1,0.0,2.59,12.83,5.18
2023,2,5,2,0.0,2.48,12.62,5.12
2023,2,5,3,0.0,2.27,12.64,5.05
2023,2,5,4,0.0,1.96,12.7,4.99
2023,2,5,5,0.0,1.57,13.23,4.92
2023,2,5,6,0.0,1.08,13.6,4.89
2023,2,5,7,124.55,0.76,15.07,5.75
2023,2,5,8,334.67,1.09,17.53,5.16
2023,2,5,9,532.83,1.51,21.19,5.27
2023,2,5,10,682.55,2.47,24.82,5.03
2023,2,5,11,762.4,2.7,26.29,5.05
2023,2,5,12,778.55,2.77,27.14,5.12
2023,2,5,13,721.9,2.85,27.48,5.12
2023,2,5,14,597.1,2.85,27.43,5.1
2023,2,5,15,416.38,2.51,26.76,5.12
2023,2,5,16,201.98,1.39,24.56,7.31
2023,2,5,17,22.3,1.09,22.4,6.14
2023,2,5,18,0.0,1.05,21.54,5.74
2023,2,5,19,0.0,1.3,20.72,5.65
2023,2,5,20,0.0,1.58,19.84,5.63
2023,2,5,21,0.0,1.78,18.74,5.64
2023,2,5,22,0.0,1.87,17.67,5.65
2023,2,5,23,0.0,1.88,16.84,5.61
2023,2,6,0,0.0,1.91,16.05,5.54
2023,2,6,1,0.0,2.05,15.05,5.48
2023,2,6,2,0.0,2.08,14.26,5.39
2023,2,6,3,0.0,1.9,13.75,5.3
2023,2,6,4,0.0,1.66,13.69,5.16
2023,2,6,5,0.0,1.54,13.51,5.06
2023,2,6,6,0.0,1.77,12.62,5.08
2023,2,6,7,126.43,2.29,14.45,5.83
2023,2,6,8,335.65,3.29,17.49,5.52
2023,2,6,9,533.7,3.4,21.17,5.72
2023,2,6,10,684.0,4.07,25.59,5.09
2023,2,6,11,767.2,3.99,27.44,4.94
2023,2,6,12,783.38,3.85,28.26,4.95
2023,2,6,13,725.85,3.77,28.51,4.98
2023,2,6,14,601.72,3.61,28.17,5.03
2023,2,6,15,419.5,3.44,27.28,5.14
2023,2,6,16,203.52,2.18,24.37,7.42
2023,2,6,17,23.23,2.44,20.55,6.93
2023,2,6,18,0.0,2.53,19.1,6.57
2023,2,6,19,0.0,2.67,17.81,6.47
2023,2,6,20,0.0,2.9,16.51,6.33
2023,2,6,21,0.0,3.12,15.39,6.09
2023,2,6,22,0.0,3.3,14.43,5.77
2023,2,6,23,0.0,3.42,13.6,5.42
2023,2,7,0,0.0,3.5,12.9,5.14
2023,2,7,1,0.0,3.54,12.29,4.97
2023,2,7,2,0.0,3.63,11.8,4.88
2023,2,7,3,0.0,3.83,11.47,4.83
2023,2,7,4,0.0,3.99,11.14,4.8
2023,2,7,5,0.0,4.08,10.78,4.78
2023,2,7,6,0.0,4.14,10.6,4.78
2023,2,7,7,120.75,5.32,13.39,4.85
2023,2,7,8,321.12,4.69,16.41,5.05
2023,2,7,9,519.88,4.35,20.78,5.14
2023,2,7,10,680.15,5.0,24.08,4.5
2023,2,7,11,775.75,4.78,25.41,4.1
2023,2,7,12,798.58,5.04,26.2,3.85
2023,2,7,13,745.65,5.57,26.41,3.72
2023,2,7,14,618.1,5.92,26.05,3.66
2023,2,7,15,432.9,5.87,25.0,3.67
2023,2,7,16,212.75,3.92,22.34,4.44
2023,2,7,17,24.98,3.37,17.2,5.16
2023,2,7,18,0.0,3.47,15.47,4.99
2023,2,7,19,0.0,3.4,14.43,4.89
2023,2,7,20,0.0,3.4,13.55,4.76
2023,2,7,21,0.0,3.41,12.82,4.65
2023,2,7,22,0.0,3.39,12.17,4.56
2023,2,7,23,0.0,3.34,11.62,4.49
2023,2,8,0,0.0,3.23,11.18,4.43
2023,2,8,1,0.0,3.15,10.77,4.37
2023,2,8,2,0.0,3.08,10.41,4.32
2023,2,8,3,0.0,2.96,10.16,4.27
2023,2,8,4,0.0,2.85,10.01,4.22
2023,2,8,5,0.0,2.63,10.13,4.17
2023,2,8,6,0.0,2.17,10.81,4.15
2023,2,8,7,127.4,1.43,13.86,4.91
2023,2,8,8,335.23,0.98,17.03,4.17
2023,2,8,9,536.08,0.93,20.96,4.2
2023,2,8,10,688.8,2.09,24.52,3.61
2023,2,8,11,787.0,2.65,26.25,3.32
2023,2,8,12,803.25,3.3,27.33,3.19
2023,2,8,13,746.6,3.75,27.82,3.12
2023,2,8,14,620.78,3.76,27.64,3.1
2023,2,8,15,437.5,3.35,26.72,3.18
2023,2,8,16,217.75,1.9,23.71,5.87
2023,2,8,17,26.73,1.81,20.78,4.98
2023,2,8,18,0.0,1.41,19.99,4.35
2023,2,8,19,0.0,1.11,19.34,4.15
2023,2,8,20,0.0,0.97,18.6,4.02
2023,2,8,21,0.0,1.05,17.71,3.96
2023,2,8,22,0.0,1.25,16.67,3.96
2023,2,8,23,0.0,1.42,15.62,3.95
2023,2,9,0,0.0,1.57,14.82,3.94
2023,2,9,1,0.0,1.65,14.2,3.91
2023,2,9,2,0.0,1.65,13.68,3.9
2023,2,9,3,0.0,1.73,13.17,3.92
2023,2,9,4,0.0,1.92,12.52,3.97
2023,2,9,5,0.0,2.23,11.64,4.03
2023,2,9,6,0.0,2.67,10.63,4.15
2023,2,9,7,128.43,2.99,13.4,4.6
2023,2,9,8,331.65,4.05,16.63,4.14
2023,2,9,9,528.85,4.32,20.22,4.3
2023,2,9,10,678.67,5.37,24.03,4.03
2023,2,9,11,778.1,5.26,26.32,3.93
2023,2,9,12,794.72,5.06,27.54,3.98
2023,2,9,13,740.38,4.93,28.14,4.12
2023,2,9,14,616.45,4.94,28.18,4.28
2023,2,9,15,435.08,4.89,27.53,4.46
2023,2,9,16,217.68,3.0,24.42,6.16
2023,2,9,17,27.42,3.41,19.58,6.23
2023,2,9,18,0.0,3.64,18.04,5.95
2023,2,9,19,0.0,3.74,17.19,5.87
2023,2,9,20,0.0,3.78,16.46,5.86
2023,2,9,21,0.0,3.77,15.77,5.89
2023,2,9,22,0.0,3.72,15.13,5.92
2023,2,9,23,0.0,3.65,14.48,5.92
2023,2,10,0,0.0,3.52,13.84,5.87
2023,2,10,1,0.0,3.4,13.24,5.78
2023,2,10,2,0.0,3.31,12.69,5.66
2023,2,10,3,0.0,3.22,12.24,5.54
2023,2,10,4,0.0,3.13,11.86,5.44
2023,2,10,5,0.0,3.05,11.54,5.38
2023,2,10,6,3.72,2.92,11.63,5.42
2023,2,10,7,121.22,3.32,14.78,5.55
2023,2,10,8,334.4,3.23,17.55,5.51
2023,2,10,9,532.7,3.62,21.6,5.74
2023,2,10,10,684.1,5.17,25.48,5.29
2023,2,10,11,796.2,5.9,27.86,4.73
2023,2,10,12,812.15,6.27,29.24,4.42
2023,2,10,13,755.35,6.49,30.0,4.39
2023,2,10,14,627.72,6.42,29.95,4.67
2023,2,10,15,442.08,6.07,28.99,5.19
2023,2,10,16,220.38,4.07,25.97,6.77
2023,2,10,17,28.02,3.61,21.12,7.51
2023,2,10,18,0.0,3.64,19.6,7.7
2023,2,10,19,0.0,3.53,18.66,7.89
2023,2,10,20,0.0,3.53,17.85,7.89
2023,2,10,21,0.0,3.55,17.14,7.76
2023,2,10,22,0.0,3.45,16.3,7.53
2023,2,10,23,0.0,3.34,15.42,7.18
2023,2,11,0,0.0,3.26,14.62,6.8
2023,2,11,1,0.0,3.23,13.96,6.45
2023,2,11,2,0.0,3.19,13.36,6.17
2023,2,11,3,0.0,3.15,12.85,5.94
2023,2,11,4,0.0,3.12,12.4,5.74
2023,2,11,5,0.0,3.08,12.0,5.53
2023,2,11,6,4.05,2.96,11.85,5.36
2023,2,11,7,123.62,2.55,14.94,5.6
2023,2,11,8,344.52,2.82,18.12,4.92
2023,2,11,9,548.05,2.14,21.72,5.01
2023,2,11,10,703.25,2.73,25.27,4.56
2023,2,11,11,790.15,2.89,26.84,4.21
2023,2,11,12,808.33,3.05,27.67,3.96
2023,2,11,13,749.22,3.22,27.88,3.77
2023,2,11,14,620.17,3.41,27.54,3.62
2023,2,11,15,433.88,3.53,26.61,3.53
2023,2,11,16,213.07,2.33,23.42,5.68
2023,2,11,17,27.27,2.82,19.09,5.5
2023,2,11,18,0.0,3.02,17.39,5.0
2023,2,11,19,0.0,3.11,16.23,4.72
2023,2,11,20,0.0,3.21,15.13,4.48
2023,2,11,21,0.0,3.35,14.09,4.27
2023,2,11,22,0.0,3.46,13.13,4.06
2023,2,11,23,0.0,3.54,12.26,3.86
2023,2,12,0,0.0,3.55,11.47,3.65
2023,2,12,1,0.0,3.54,10.77,3.47
2023,2,12,2,0.0,3.47,10.16,3.35
2023,2,12,3,0.0,3.33,9.71,3.27
2023,2,12,4,0.0,3.07,9.57,3.21
2023,2,12,5,0.0,2.68,9.81,3.12
2023,2,12,6,4.45,2.23,10.52,3.04
2023,2,12,7,132.23,1.46,13.52,3.87
2023,2,12,8,355.9,1.39,16.64,2.66
2023,2,12,9,563.5,2.68,20.5,2.7
2023,2,12,10,720.75,5.45,23.66,2.5
2023,2,12,11,812.53,6.75,24.89,2.47
2023,2,12,12,831.03,7.68,25.53,2.34
2023,2,12,13,775.05,8.04,25.58,2.1
2023,2,12,14,646.47,7.86,24.98,1.87
2023,2,12,15,458.48,7.35,23.71,1.79
2023,2,12,16,233.45,5.5,21.13,2.11
2023,2,12,17,31.75,3.76,15.46,3.0
2023,2,12,18,0.0,3.8,13.32,3.05
2023,2,12,19,0.0,3.74,12.18,3.05
2023,2,12,20,0.0,3.73,11.24,3.02
2023,2,12,21,0.0,3.72,10.41,2.97
2023,2,12,22,0.0,3.68,9.59,2.92
2023,2,12,23,0.0,3.72,8.89,2.84
2023,2,13,0,0.0,3.81,8.31,2.74
2023,2,13,1,0.0,3.84,7.72,2.68
2023,2,13,2,0.0,3.79,7.13,2.62
2023,2,13,3,0.0,3.7,6.58,2.57
2023,2,13,4,0.0,3.59,6.05,2.5
2023,2,13,5,0.0,3.49,5.58,2.41
2023,2,13,6,5.47,3.32,5.61,2.37
2023,2,13,7,151.45,3.31,10.06,2.22
2023,2,13,8,385.77,3.41,13.71,1.83
2023,2,13,9,592.83,3.89,18.05,1.83
2023,2,13,10,746.97,5.23,21.39,1.56
2023,2,13,11,831.2,5.8,23.51,1.51
2023,2,13,12,846.5,6.39,24.98,1.5
2023,2,13,13,786.97,6.95,25.65,1.53
2023,2,13,14,657.28,7.08,25.47,1.6
2023,2,13,15,469.2,6.63,24.61,1.71
2023,2,13,16,242.18,4.34,21.96,2.42
2023,2,13,17,34.58,3.54,16.39,3.34
2023,2,13,18,0.0,3.74,14.55,3.13
2023,2,13,19,0.0,3.8,13.61,2.92
2023,2,13,20,0.0,3.67,12.69,2.85
2023,2,13,21,0.0,3.45,11.93,2.9
2023,2,13,22,0.0,3.45,11.38,2.86
2023,2,13,23,0.0,3.65,10.99,2.68
2023,2,14,0,0.0,3.78,10.71,2.52
2023,2,14,1,0.0,3.78,10.42,2.46
2023,2,14,2,0.0,3.66,10.09,2.48
2023,2,14,3,0.0,3.5,9.84,2.54
2023,2,14,4,0.0,3.23,9.92,2.57
2023,2,14,5,0.0,2.7,10.56,2.54
2023,2,14,6,4.95,2.15,11.4,2.52
2023,2,14,7,127.5,1.65,14.48,3.37
2023,2,14,8,345.02,1.96,17.7,1.96
2023,2,14,9,549.72,2.46,21.57,2.16
2023,2,14,10,705.78,3.76,25.44,2.36
2023,2,14,11,813.17,3.59,27.25,2.65
2023,2,14,12,828.85,3.36,28.47,2.9
2023,2,14,13,770.58,3.32,29.14,3.09
2023,2,14,14,642.62,3.48,29.15,3.23
2023,2,14,15,456.6,3.59,28.43,3.37
2023,2,14,16,232.93,2.28,25.35,5.69
2023,2,14,17,33.3,2.56,20.97,5.48
2023,2,14,18,0.0,2.64,19.34,4.97
2023,2,14,19,0.0,2.94,17.65,4.83
2023,2,14,20,0.0,3.26,16.19,4.61
2023,2,14,21,0.0,3.36,15.22,4.39
2023,2,14,22,0.0,3.46,14.39,4.19
2023,2,14,23,0.0,3.61,13.74,4.0
2023,2,15,0,0.0,3.62,13.22,3.92
2023,2,15,1,0.0,3.56,12.74,3.92
2023,2,15,2,0.0,3.49,12.33,3.94
2023,2,15,3,0.0,3.45,12.01,3.95
2023,2,15,4,0.0,3.4,11.73,3.96
2023,2,15,5,0.0,3.41,11.49,3.97
2023,2,15,6,5.5,3.4,11.62,4.03
2023,2,15,7,133.18,3.25,15.96,4.32
2023,2,15,8,352.35,3.88,19.78,3.89
2023,2,15,9,558.78,4.19,23.88,4.11
2023,2,15,10,716.28,6.02,27.61,3.95
2023,2,15,11,824.45,6.36,29.64,4.08
2023,2,15,12,840.45,6.65,30.99,4.23
2023,2,15,13,781.67,6.9,31.58,4.28
2023,2,15,14,653.47,6.91,31.38,4.23
2023,2,15,15,466.7,6.42,30.41,4.22
2023,2,15,16,241.15,3.76,27.13,5.28
2023,2,15,17,36.2,3.42,21.33,5.88
2023,2,15,18,0.0,3.39,19.31,5.6
2023,2,15,19,0.0,3.27,18.23,5.43
2023,2,15,20,0.0,3.26,17.25,5.25
2023,2,15,21,0.0,3.33,16.37,5.09
2023,2,15,22,0.0,3.35,15.66,4.95
2023,2,15,23,0.0,3.29,15.08,4.85
2023,2,16,0,0.0,3.25,14.56,4.76
2023,2,16,1,0.0,3.25,14.07,4.68
2023,2,16,2,0.0,3.21,13.65,4.61
2023,2,16,3,0.0,3.13,13.34,4.55
2023,2,16,4,0.0,2.99,13.15,4.5
2023,2,16,5,0.0,2.79,13.06,4.45
2023,2,16,6,6.25,2.55,13.31,4.48
2023,2,16,7,132.02,2.06,16.64,5.23
2023,2,16,8,343.8,1.73,20.2,4.42
2023,2,16,9,546.85,1.21,24.63,4.52
2023,2,16,10,703.28,2.43,28.71,4.38
2023,2,16,11,770.55,3.18,30.77,4.4
2023,2,16,12,794.72,3.73,32.19,4.38
2023,2,16,13,667.38,4.08,32.94,4.36
2023,2,16,14,567.62,4.26,32.94,4.32
2023,2,16,15,393.4,4.07,32.08,4.33
2023,2,16,16,201.05,2.46,28.59,6.68
2023,2,16,17,31.05,2.88,23.56,6.38
2023,2,16,18,0.0,3.0,21.55,5.87
2023,2,16,19,0.0,2.99,20.18,5.68
2023,2,16,20,0.0,3.0,18.92,5.53
2023,2,16,21,0.0,3.05,17.79,5.41
2023,2,16,22,0.0,3.08,16.84,5.34
2023,2,16,23,0.0,3.05,16.06,5.33
2023,2,17,0,0.0,2.97,15.38,5.36
2023,2,17,1,0.0,2.86,14.72,5.41
2023,2,17,2,0.0,2.73,14.23,5.46
2023,2,17,3,0.0,2.54,13.99,5.53
2023,2,17,4,0.0,2.44,13.73,5.58
2023,2,17,5,0.0,2.5,13.24,5.62
2023,2,17,6,6.3,2.59,12.99,5.69
2023,2,17,7,130.8,2.56,16.73,6.2
2023,2,17,8,345.25,2.84,20.4,6.1
2023,2,17,9,561.58,3.34,24.86,5.83
2023,2,17,10,721.65,3.41,28.0,5.34
2023,2,17,11,818.35,2.56,29.73,5.26
2023,2,17,12,835.9,1.86,30.94,5.21
2023,2,17,13,778.0,1.78,31.7,5.12
2023,2,17,14,649.33,2.23,32.05,4.97
2023,2,17,15,461.73,2.62,31.5,4.83
2023,2,17,16,237.65,1.76,28.72,7.36
2023,2,17,17,36.92,1.89,25.4,6.25
2023,2,17,18,0.0,1.9,23.79,5.66
2023,2,17,19,0.0,1.91,22.45,5.63
2023,2,17,20,0.0,1.93,21.25,5.61
2023,2,17,21,0.0,1.92,20.26,5.54
2023,2,17,22,0.0,1.88,19.31,5.56
2023,2,17,23,0.0,1.79,18.61,5.52
2023,2,18,0,0.0,1.71,18.07,5.44
2023,2,18,1,0.0,1.76,17.34,5.36
2023,2,18,2,0.0,1.88,16.59,5.24
2023,2,18,3,0.0,2.06,15.85,5.11
2023,2,18,4,0.0,2.26,15.04,4.97
2023,2,18,5,0.0,2.41,14.31,4.84
2023,2,18,6,7.22,2.44,13.99,4.81
2023,2,18,7,147.25,2.13,17.06,5.56
2023,2,18,8,370.05,2.33,20.77,4.97
2023,2,18,9,577.1,2.32,25.01,4.95
2023,2,18,10,734.45,2.86,28.63,4.29
2023,2,18,11,829.83,2.55,30.42,3.99
2023,2,18,12,847.75,2.41,31.73,3.71
2023,2,18,13,787.65,2.3,32.38,3.49
2023,2,18,14,655.33,1.97,32.31,3.34
2023,2,18,15,465.15,1.46,31.55,3.29
2023,2,18,16,240.68,0.67,29.55,5.55
2023,2,18,17,38.5,0.45,27.28,4.55
2023,2,18,18,0.0,0.7,25.4,3.98
2023,2,18,19,0.0,1.01,23.94,3.95
2023,2,18,20,0.0,1.23,22.42,3.99
2023,2,18,21,0.0,1.37,21.31,3.93
2023,2,18,22,0.0,1.55,20.56,3.93
2023,2,18,23,0.0,1.68,19.58,3.9
2023,2,19,0,0.0,1.74,18.75,3.82
2023,2,19,1,0.0,1.69,18.14,3.77
2023,2,19,2,0.0,1.51,17.83,3.67
2023,2,19,3,0.0,1.28,17.37,3.61
2023,2,19,4,0.0,1.21,16.89,3.6
2023,2,19,5,0.0,1.3,16.3,3.61
2023,2,19,6,8.38,1.3,16.28,3.62
2023,2,19,7,162.3,1.1,18.43,4.57
2023,2,19,8,394.17,1.03,21.47,3.78
2023,2,19,9,600.88,0.7,25.24,4.01
2023,2,19,10,757.53,2.16,30.51,3.58
2023,2,19,11,840.2,2.51,32.31,3.56
2023,2,19,12,858.3,2.66,33.27,3.61
2023,2,19,13,801.75,2.99,33.71,3.65
2023,2,19,14,672.4,3.29,33.5,3.67
2023,2,19,15,484.52,3.34,32.55,3.67
2023,2,19,16,256.48,2.14,29.36,6.03
2023,2,19,17,43.92,2.3,25.42,5.61
2023,2,19,18,0.0,2.06,24.33,4.97
2023,2,19,19,0.0,1.7,24.05,4.57
2023,2,19,20,0.0,1.12,23.81,4.33
2023,2,19,21,0.0,0.59,23.42,4.17
2023,2,19,22,0.0,0.51,22.57,4.17
2023,2,19,23,0.0,0.95,21.53,4.16
2023,2,20,0,0.0,1.57,19.85,4.27
2023,2,20,1,0.0,2.2,18.15,4.33
2023,2,20,2,0.0,2.61,16.44,4.26
2023,2,20,3,0.0,2.85,15.13,4.17
2023,2,20,4,0.0,2.97,14.2,4.08
2023,2,20,5,0.0,3.03,13.53,3.97
2023,2,20,6,8.57,3.03,13.4,3.96
2023,2,20,7,160.1,3.09,17.5,4.04
2023,2,20,8,389.65,3.4,20.97,3.61
2023,2,20,9,596.92,3.36,25.44,3.82
2023,2,20,10,754.58,5.22,30.52,3.35
