YEAR,MO,DY,HR,SRAD,WS,TM,HU
2020,1,1,0,0.0,3.27,5.45,4.0
2020,1,1,1,0.0,3.21,5.08,3.93
2020,1,1,2,0.0,3.15,5.15,3.9
2020,1,1,3,0.0,3.17,5.14,3.86
2020,1,1,4,0.0,3.27,4.91,3.8
2020,1,1,5,0.0,3.45,4.42,3.73
2020,1,1,6,0.0,3.64,4.11,3.65
2020,1,1,7,70.6,4.67,5.75,3.6
2020,1,1,8,218.9,4.99,8.37,3.66
2020,1,1,9,365.65,5.16,12.12,3.97
2020,1,1,10,481.5,5.76,15.29,4.4
2020,1,1,11,484.5,5.56,17.46,4.76
2020,1,1,12,488.52,5.3,18.99,5.0
2020,1,1,13,440.88,5.1,19.69,5.13
2020,1,1,14,323.27,4.87,19.57,5.23
2020,1,1,15,181.02,4.55,18.68,5.33
2020,1,1,16,54.22,2.94,15.24,5.84
2020,1,1,17,0.0,3.43,11.95,5.49
2020,1,1,18,0.0,3.63,11.12,5.32
2020,1,1,19,0.0,3.73,10.38,5.25
2020,1,1,20,0.0,3.74,9.64,5.29
2020,1,1,21,0.0,3.65,8.94,5.46
2020,1,1,22,0.0,3.44,8.19,5.74
2020,1,1,23,0.0,3.21,7.41,6.05
2020,1,2,0,0.0,3.04,6.71,6.31
2020,1,2,1,0.0,2.97,6.16,6.5
2020,1,2,2,0.0,2.95,5.69,6.63
2020,1,2,3,0.0,2.87,5.56,6.68
2020,1,2,4,0.0,2.98,6.15,6.61
2020,1,2,5,0.0,3.69,6.68,6.46
2020,1,2,6,0.0,3.48,6.8,6.39
2020,1,2,7,53.38,3.44,7.45,6.34
2020,1,2,8,158.52,3.07,8.41,6.39
2020,1,2,9,224.98,3.68,11.18,6.61
2020,1,2,10,281.27,4.57,14.54,6.52
2020,1,2,11,253.57,4.68,16.58,6.39
2020,1,2,12,320.1,4.49,17.92,6.21
2020,1,2,13,342.23,4.13,18.59,6.09
2020,1,2,14,232.52,3.72,18.63,6.06
2020,1,2,15,136.12,3.51,17.98,6.06
2020,1,2,16,45.9,2.4,15.53,6.52
2020,1,2,17,0.0,2.8,12.58,6.28
2020,1,2,18,0.0,2.9,11.91,6.28
2020,1,2,19,0.0,2.9,11.31,6.33
2020,1,2,20,0.0,2.83,10.67,6.38
2020,1,2,21,0.0,2.71,10.11,6.41
2020,1,2,22,0.0,2.61,9.64,6.4
2020,1,2,23,0.0,2.5,9.22,6.36
2020,1,3,0,0.0,2.37,8.92,6.31
2020,1,3,1,0.0,2.33,8.77,6.27
2020,1,3,2,0.0,2.46,8.22,6.24
2020,1,3,3,0.0,2.6,7.68,6.22
2020,1,3,4,0.0,2.73,7.21,6.2
2020,1,3,5,0.0,2.76,6.86,6.19
2020,1,3,6,0.0,2.74,6.57,6.16
2020,1,3,7,68.2,2.48,8.42,6.18
2020,1,3,8,218.2,2.91,11.41,6.21
2020,1,3,9,386.15,1.97,14.98,6.42
2020,1,3,10,518.62,1.54,18.44,6.82
2020,1,3,11,540.1,1.38,20.0,6.92
2020,1,3,12,551.75,1.36,21.08,6.83
2020,1,3,13,477.4,1.32,21.63,6.64
2020,1,3,14,359.5,1.32,21.56,6.43
2020,1,3,15,231.3,1.29,20.88,6.29
2020,1,3,16,76.1,0.92,18.96,7.21
2020,1,3,17,0.0,0.88,17.22,6.51
2020,1,3,18,0.0,0.89,16.19,6.51
2020,1,3,19,0.0,0.94,15.14,6.46
2020,1,3,20,0.0,1.08,14.17,6.51
2020,1,3,21,0.0,1.34,13.12,6.57
2020,1,3,22,0.0,1.6,12.08,6.65
2020,1,3,23,0.0,1.83,11.08,6.77
2020,1,4,0,0.0,2.05,10.17,6.91
2020,1,4,1,0.0,2.18,9.53,7.05
2020,1,4,2,0.0,2.16,9.11,7.16
2020,1,4,3,0.0,2.06,8.8,7.25
2020,1,4,4,0.0,1.98,8.55,7.29
2020,1,4,5,0.0,1.92,8.34,7.31
2020,1,4,6,0.0,1.83,8.22,7.31
2020,1,4,7,52.17,1.53,9.43,7.33
2020,1,4,8,175.5,1.72,12.23,7.37
2020,1,4,9,281.75,1.22,15.72,7.3
2020,1,4,10,378.73,0.71,18.7,6.88
2020,1,4,11,340.62,0.46,19.98,6.44
2020,1,4,12,392.5,1.33,20.86,5.94
2020,1,4,13,395.75,1.99,21.22,5.56
2020,1,4,14,295.67,2.09,21.09,5.26
2020,1,4,15,177.73,1.73,20.41,5.12
2020,1,4,16,72.12,1.05,18.39,5.84
2020,1,4,17,0.0,0.8,16.93,5.21
2020,1,4,18,0.0,0.65,16.26,5.13
2020,1,4,19,0.0,0.65,15.57,5.03
2020,1,4,20,0.0,0.81,14.89,4.94
2020,1,4,21,0.0,0.82,14.23,4.89
2020,1,4,22,0.0,0.7,13.53,4.88
2020,1,4,23,0.0,0.57,12.94,4.86
2020,1,5,0,0.0,0.48,12.46,4.84
2020,1,5,1,0.0,0.51,11.73,4.84
2020,1,5,2,0.0,0.49,11.16,4.84
2020,1,5,3,0.0,0.52,10.61,4.85
2020,1,5,4,0.0,0.55,10.09,4.87
2020,1,5,5,0.0,0.48,9.73,4.88
2020,1,5,6,0.0,0.35,9.33,4.9
2020,1,5,7,43.47,0.37,9.97,5.07
2020,1,5,8,150.35,0.6,12.07,5.22
2020,1,5,9,245.05,0.93,15.35,5.3
2020,1,5,10,334.55,0.72,19.6,5.0
2020,1,5,11,524.9,0.62,21.1,4.87
2020,1,5,12,580.33,0.83,21.9,4.78
2020,1,5,13,521.3,1.13,22.08,4.75
2020,1,5,14,390.27,1.15,21.84,4.76
2020,1,5,15,225.07,1.26,21.09,4.83
2020,1,5,16,78.3,1.07,18.91,6.2
2020,1,5,17,0.0,1.61,16.7,5.6
2020,1,5,18,0.0,2.18,14.78,5.57
2020,1,5,19,0.0,2.46,13.53,5.52
2020,1,5,20,0.0,2.49,12.74,5.5
2020,1,5,21,0.0,2.46,12.13,5.52
2020,1,5,22,0.0,2.33,11.71,5.53
2020,1,5,23,0.0,2.0,11.57,5.52
2020,1,6,0,0.0,1.68,11.36,5.51
2020,1,6,1,0.0,1.49,11.43,5.51
2020,1,6,2,0.0,1.36,11.28,5.52
2020,1,6,3,0.0,1.53,10.74,5.54
2020,1,6,4,0.0,1.74,10.07,5.53
2020,1,6,5,0.0,1.81,9.52,5.51
2020,1,6,6,0.0,1.87,9.03,5.48
2020,1,6,7,62.85,1.86,10.19,5.65
2020,1,6,8,207.77,2.55,12.8,5.57
2020,1,6,9,371.35,2.62,16.01,5.64
2020,1,6,10,508.77,3.42,19.43,5.6
2020,1,6,11,598.3,3.74,21.19,5.65
2020,1,6,12,490.5,3.94,22.15,5.7
2020,1,6,13,494.08,3.89,22.58,5.73
2020,1,6,14,425.3,3.58,22.14,5.77
2020,1,6,15,234.55,2.99,21.42,5.97
2020,1,6,16,83.7,1.91,18.88,7.26
2020,1,6,17,0.0,2.29,16.23,6.66
2020,1,6,18,0.0,2.79,14.69,6.49
2020,1,6,19,0.0,3.13,13.64,6.4
2020,1,6,20,0.0,3.05,13.65,6.5
2020,1,6,21,0.0,2.98,13.58,6.53
2020,1,6,22,0.0,2.93,13.45,6.51
2020,1,6,23,0.0,2.84,13.0,6.47
2020,1,7,0,0.0,2.83,12.35,6.4
2020,1,7,1,0.0,2.86,11.53,6.31
2020,1,7,2,0.0,2.95,10.47,6.17
2020,1,7,3,0.0,2.91,9.75,6.07
2020,1,7,4,0.0,2.8,9.09,5.98
2020,1,7,5,0.0,2.71,8.49,5.91
2020,1,7,6,0.0,2.73,8.1,5.86
2020,1,7,7,71.03,3.66,10.17,5.9
2020,1,7,8,232.73,3.75,12.72,6.03
2020,1,7,9,400.77,3.03,16.17,6.26
2020,1,7,10,534.53,2.68,19.66,6.25
2020,1,7,11,582.42,2.86,22.62,6.06
2020,1,7,12,507.25,2.86,23.71,6.12
2020,1,7,13,468.88,2.76,24.06,6.2
2020,1,7,14,356.45,2.47,23.81,6.24
2020,1,7,15,213.12,1.89,22.93,6.36
2020,1,7,16,74.6,0.7,20.89,7.58
2020,1,7,17,0.0,0.5,19.08,7.03
2020,1,7,18,0.0,1.78,17.68,7.09
2020,1,7,19,0.0,2.82,16.14,7.26
2020,1,7,20,0.0,3.55,14.79,7.39
2020,1,7,21,0.0,3.88,14.11,7.6
2020,1,7,22,0.0,4.04,13.5,7.83
2020,1,7,23,0.0,4.17,12.9,8.05
2020,1,8,0,0.0,4.1,12.33,8.22
2020,1,8,1,0.0,3.91,11.9,8.29
2020,1,8,2,0.0,3.65,11.54,8.29
2020,1,8,3,0.0,3.32,11.17,8.24
2020,1,8,4,0.0,3.13,10.97,8.17
2020,1,8,5,0.0,3.01,10.79,8.09
2020,1,8,6,0.0,2.66,10.36,7.96
2020,1,8,7,43.35,3.36,10.95,7.88
2020,1,8,8,115.65,3.33,12.72,7.83
2020,1,8,9,194.35,3.47,15.48,7.62
2020,1,8,10,213.07,3.51,17.85,7.37
2020,1,8,11,261.65,3.83,19.17,7.14
2020,1,8,12,337.52,4.69,19.93,6.81
2020,1,8,13,453.8,5.51,20.09,6.33
2020,1,8,14,364.98,5.95,19.68,5.81
2020,1,8,15,230.3,6.09,18.69,5.35
2020,1,8,16,91.6,4.77,16.61,5.18
2020,1,8,17,0.0,3.49,12.94,5.2
2020,1,8,18,0.0,3.51,11.71,5.04
2020,1,8,19,0.0,3.46,10.72,4.94
2020,1,8,20,0.0,3.44,9.83,4.89
2020,1,8,21,0.0,3.42,9.05,4.87
2020,1,8,22,0.0,3.44,8.36,4.9
2020,1,8,23,0.0,3.5,7.74,4.94
2020,1,9,0,0.0,3.44,7.1,5.01
2020,1,9,1,0.0,3.38,6.47,5.07
2020,1,9,2,0.0,3.24,5.82,5.12
2020,1,9,3,0.0,3.11,5.15,5.15
2020,1,9,4,0.0,2.97,4.53,5.18
2020,1,9,5,0.0,2.85,3.95,5.2
2020,1,9,6,0.0,2.77,3.49,5.19
2020,1,9,7,87.2,2.94,5.84,5.19
2020,1,9,8,282.38,2.95,8.91,5.16
2020,1,9,9,471.0,3.19,12.39,4.52
2020,1,9,10,613.55,2.89,14.61,3.87
2020,1,9,11,692.7,2.82,16.39,3.34
2020,1,9,12,697.65,2.79,17.41,3.13
2020,1,9,13,630.2,2.85,17.92,3.03
2020,1,9,14,499.48,2.99,17.93,2.99
2020,1,9,15,318.35,3.1,17.28,2.97
2020,1,9,16,127.35,2.2,14.43,4.15
2020,1,9,17,0.0,2.78,10.63,3.88
2020,1,9,18,0.0,3.14,9.2,3.74
2020,1,9,19,0.0,3.33,8.16,3.66
2020,1,9,20,0.0,3.36,7.24,3.61
2020,1,9,21,0.0,3.4,6.46,3.58
2020,1,9,22,0.0,3.42,5.78,3.56
2020,1,9,23,0.0,3.42,5.15,3.54
2020,1,10,0,0.0,3.39,4.56,3.51
2020,1,10,1,0.0,3.33,3.99,3.51
2020,1,10,2,0.0,3.28,3.45,3.5
2020,1,10,3,0.0,3.19,2.91,3.49
2020,1,10,4,0.0,3.14,2.45,3.48
2020,1,10,5,0.0,3.13,2.06,3.46
2020,1,10,6,0.0,3.11,1.71,3.42
2020,1,10,7,89.7,2.77,4.26,3.48
2020,1,10,8,290.17,2.77,7.66,3.46
2020,1,10,9,479.92,2.29,11.4,3.34
2020,1,10,10,622.65,1.91,14.14,3.12
2020,1,10,11,699.58,1.36,15.88,3.03
2020,1,10,12,706.45,0.97,17.2,2.93
2020,1,10,13,642.25,1.05,18.05,2.86
2020,1,10,14,508.8,1.39,18.29,2.78
2020,1,10,15,328.38,1.67,17.73,2.75
2020,1,10,16,126.55,1.31,15.28,3.8
2020,1,10,17,4.15,1.51,12.72,3.25
2020,1,10,18,0.0,1.85,11.44,3.15
2020,1,10,19,0.0,1.96,10.33,3.13
2020,1,10,20,0.0,2.11,9.21,3.13
2020,1,10,21,0.0,2.42,7.85,3.14
2020,1,10,22,0.0,2.66,6.69,3.13
2020,1,10,23,0.0,2.84,5.7,3.11
2020,1,11,0,0.0,2.98,5.07,3.1
2020,1,11,1,0.0,3.06,4.64,3.1
2020,1,11,2,0.0,3.0,4.26,3.08
2020,1,11,3,0.0,2.84,4.29,3.1
2020,1,11,4,0.0,2.8,3.85,3.05
2020,1,11,5,0.0,2.74,3.5,2.99
2020,1,11,6,0.0,2.69,3.37,2.95
2020,1,11,7,77.35,2.22,5.71,3.29
2020,1,11,8,257.08,2.43,9.34,2.99
2020,1,11,9,441.6,2.1,12.87,2.96
2020,1,11,10,599.03,2.33,15.75,2.8
2020,1,11,11,668.67,2.2,17.47,2.82
2020,1,11,12,688.83,2.23,18.77,2.78
2020,1,11,13,624.95,2.47,19.54,2.77
2020,1,11,14,497.15,2.62,19.78,2.74
2020,1,11,15,319.1,2.62,19.12,2.8
2020,1,11,16,120.2,2.03,15.96,4.38
2020,1,11,17,4.38,2.53,12.77,4.07
2020,1,11,18,0.0,2.7,11.44,3.88
2020,1,11,19,0.0,2.61,10.72,3.8
2020,1,11,20,0.0,2.15,10.87,3.7
2020,1,11,21,0.0,1.49,11.29,3.58
2020,1,11,22,0.0,1.09,11.37,3.46
2020,1,11,23,0.0,1.14,10.69,3.42
2020,1,12,0,0.0,1.55,9.83,3.44
2020,1,12,1,0.0,1.88,8.97,3.42
2020,1,12,2,0.0,2.16,8.12,3.38
2020,1,12,3,0.0,2.36,7.43,3.33
2020,1,12,4,0.0,2.51,6.87,3.26
2020,1,12,5,0.0,2.62,6.45,3.19
2020,1,12,6,0.0,2.67,6.16,3.13
2020,1,12,7,79.1,2.29,8.09,3.55
2020,1,12,8,262.12,2.73,11.9,3.13
2020,1,12,9,438.95,2.76,15.3,3.18
2020,1,12,10,572.8,3.48,18.76,3.22
2020,1,12,11,663.47,3.69,20.47,3.4
2020,1,12,12,665.75,3.68,21.78,3.58
2020,1,12,13,601.4,3.45,22.63,3.71
2020,1,12,14,470.92,3.02,22.73,3.81
2020,1,12,15,294.42,2.58,21.87,3.99
2020,1,12,16,107.07,1.77,18.61,5.63
2020,1,12,17,4.18,2.02,15.87,4.85
2020,1,12,18,0.0,2.33,14.32,4.81
2020,1,12,19,0.0,2.72,12.99,4.81
2020,1,12,20,0.0,2.97,12.11,4.81
2020,1,12,21,0.0,3.11,11.57,4.81
2020,1,12,22,0.0,3.19,11.15,4.82
2020,1,12,23,0.0,3.2,10.76,4.86
2020,1,13,0,0.0,3.16,10.37,4.91
2020,1,13,1,0.0,3.06,9.99,4.99
2020,1,13,2,0.0,3.02,9.63,5.09
2020,1,13,3,0.0,3.03,9.29,5.22
2020,1,13,4,0.0,2.96,8.95,5.36
2020,1,13,5,0.0,2.93,8.77,5.55
2020,1,13,6,0.0,3.27,9.28,5.81
2020,1,13,7,57.12,4.79,11.66,6.22
2020,1,13,8,185.48,5.36,13.68,6.78
2020,1,13,9,315.17,5.15,16.47,7.53
2020,1,13,10,430.38,5.91,20.13,8.72
2020,1,13,11,498.42,7.41,22.63,9.81
2020,1,13,12,429.65,7.85,23.46,10.0
2020,1,13,13,362.05,7.96,23.35,9.83
2020,1,13,14,248.2,7.59,22.53,9.63
2020,1,13,15,153.77,6.83,21.05,9.39
2020,1,13,16,58.6,5.43,19.24,9.01
2020,1,13,17,2.97,4.24,16.85,8.45
2020,1,13,18,0.0,4.25,15.32,7.79
2020,1,13,19,0.0,4.08,13.97,7.32
2020,1,13,20,0.0,3.97,12.57,7.09
2020,1,13,21,0.0,3.99,11.33,6.96
2020,1,13,22,0.0,3.81,10.2,6.86
2020,1,13,23,0.0,3.7,9.35,6.77
2020,1,14,0,0.0,3.6,8.66,6.69
2020,1,14,1,0.0,3.8,8.16,6.64
2020,1,14,2,0.0,4.08,7.91,6.57
2020,1,14,3,0.0,4.05,7.77,6.5
2020,1,14,4,0.0,3.71,7.61,6.43
2020,1,14,5,0.0,3.31,7.49,6.36
2020,1,14,6,0.0,3.12,7.27,6.27
2020,1,14,7,72.03,3.4,7.99,6.24
2020,1,14,8,237.68,3.11,10.15,6.27
2020,1,14,9,420.0,2.34,13.29,5.89
2020,1,14,10,554.78,0.66,16.16,5.44
2020,1,14,11,623.65,1.52,18.22,5.58
2020,1,14,12,639.0,2.42,19.54,5.83
2020,1,14,13,616.7,2.7,20.01,5.94
2020,1,14,14,492.52,2.76,20.01,5.93
2020,1,14,15,316.95,2.57,19.56,5.87
2020,1,14,16,121.4,1.66,17.7,6.56
2020,1,14,17,5.12,2.03,14.86,6.19
2020,1,14,18,0.0,2.39,13.77,5.77
2020,1,14,19,0.0,2.71,12.73,5.35
2020,1,14,20,0.0,2.95,11.78,4.95
2020,1,14,21,0.0,3.12,10.93,4.63
2020,1,14,22,0.0,3.31,10.17,4.45
2020,1,14,23,0.0,3.57,9.49,4.38
2020,1,15,0,0.0,3.74,8.81,4.39
2020,1,15,1,0.0,3.86,8.19,4.41
2020,1,15,2,0.0,3.54,7.57,4.43
2020,1,15,3,0.0,3.29,7.09,4.44
2020,1,15,4,0.0,3.14,6.81,4.44
2020,1,15,5,0.0,2.84,6.54,4.46
2020,1,15,6,0.0,2.75,6.48,4.48
2020,1,15,7,69.6,3.81,8.22,4.51
2020,1,15,8,215.4,3.59,10.72,4.63
2020,1,15,9,328.0,3.61,15.07,5.03
2020,1,15,10,411.83,3.43,18.08,5.81
2020,1,15,11,428.83,3.22,19.76,6.39
2020,1,15,12,435.55,3.08,20.85,6.69
2020,1,15,13,351.2,2.91,21.17,6.9
2020,1,15,14,278.95,2.6,20.9,7.08
2020,1,15,15,172.77,2.03,20.13,7.24
2020,1,15,16,61.17,0.79,18.43,8.09
2020,1,15,17,3.03,0.24,17.11,7.96
2020,1,15,18,0.0,1.25,16.01,8.08
2020,1,15,19,0.0,1.95,15.06,8.15
2020,1,15,20,0.0,2.37,14.39,8.02
2020,1,15,21,0.0,2.71,13.8,7.82
2020,1,15,22,0.0,3.08,13.18,7.57
2020,1,15,23,0.0,3.66,12.57,7.24
2020,1,16,0,0.0,4.14,11.91,6.89
2020,1,16,1,0.0,4.56,11.25,6.54
2020,1,16,2,0.0,4.8,10.73,6.22
2020,1,16,3,0.0,4.78,10.25,5.99
2020,1,16,4,0.0,4.71,9.79,5.85
2020,1,16,5,0.0,4.61,9.46,5.8
2020,1,16,6,0.0,4.44,9.27,5.84
2020,1,16,7,30.05,4.56,9.5,5.96
2020,1,16,8,92.93,5.01,10.49,6.26
2020,1,16,9,140.15,5.06,11.88,6.65
2020,1,16,10,192.52,5.18,13.35,6.99
2020,1,16,11,214.93,4.89,14.38,7.2
2020,1,16,12,236.52,4.32,14.83,7.33
2020,1,16,13,210.45,3.65,14.86,7.43
2020,1,16,14,155.45,3.25,14.65,7.49
2020,1,16,15,124.78,2.99,14.21,7.5
2020,1,16,16,47.67,2.26,13.52,7.58
2020,1,16,17,2.8,1.72,12.4,7.58
2020,1,16,18,0.0,1.76,11.73,7.45
2020,1,16,19,0.0,1.84,10.93,7.28
2020,1,16,20,0.0,1.95,10.1,7.11
2020,1,16,21,0.0,2.01,9.35,6.94
2020,1,16,22,0.0,2.0,8.75,6.79
2020,1,16,23,0.0,2.02,8.18,6.63
2020,1,17,0,0.0,2.13,7.61,6.45
2020,1,17,1,0.0,2.22,7.28,6.25
2020,1,17,2,0.0,2.31,7.23,6.03
2020,1,17,3,0.0,2.85,7.0,5.8
2020,1,17,4,0.0,2.79,6.51,5.6
2020,1,17,5,0.0,2.76,6.2,5.45
2020,1,17,6,0.0,2.51,5.89,5.33
2020,1,17,7,56.45,2.68,7.38,5.35
2020,1,17,8,208.62,2.5,9.81,5.54
2020,1,17,9,361.25,2.05,13.85,5.96
2020,1,17,10,502.92,1.14,16.66,6.13
2020,1,17,11,635.45,0.49,18.09,6.05
2020,1,17,12,632.95,0.87,19.1,5.82
2020,1,17,13,570.62,1.51,19.67,5.53
2020,1,17,14,451.55,1.92,19.67,5.27
2020,1,17,15,292.62,2.07,19.0,5.09
2020,1,17,16,116.68,1.56,16.7,6.04
2020,1,17,17,6.05,2.03,13.72,5.38
2020,1,17,18,0.0,2.29,12.36,5.11
2020,1,17,19,0.0,2.52,11.19,4.92
2020,1,17,20,0.0,2.72,10.1,4.78
2020,1,17,21,0.0,2.87,9.18,4.7
2020,1,17,22,0.0,2.97,8.46,4.69
2020,1,17,23,0.0,3.01,7.9,4.75
2020,1,18,0,0.0,2.98,7.43,4.9
2020,1,18,1,0.0,2.93,7.04,5.11
2020,1,18,2,0.0,2.85,6.66,5.37
2020,1,18,3,0.0,2.77,6.29,5.62
2020,1,18,4,0.0,2.76,5.94,5.85
2020,1,18,5,0.0,2.8,5.62,6.03
2020,1,18,6,0.0,2.76,5.38,6.16
2020,1,18,7,60.72,2.51,7.94,6.27
2020,1,18,8,205.73,2.89,11.13,6.38
2020,1,18,9,363.75,2.81,15.6,6.13
2020,1,18,10,522.47,2.73,18.13,5.71
2020,1,18,11,551.58,2.42,19.19,5.48
2020,1,18,12,545.6,2.21,19.89,5.28
2020,1,18,13,518.2,2.15,20.18,5.1
2020,1,18,14,389.38,2.12,19.94,4.95
2020,1,18,15,249.6,2.03,19.18,4.83
2020,1,18,16,102.75,1.41,16.94,5.82
2020,1,18,17,5.97,1.64,14.57,5.11
2020,1,18,18,0.0,2.07,13.07,4.82
2020,1,18,19,0.0,2.64,11.48,4.63
2020,1,18,20,0.0,3.06,10.12,4.48
2020,1,18,21,0.0,3.32,9.18,4.33
2020,1,18,22,0.0,3.4,8.44,4.29
2020,1,18,23,0.0,3.35,7.73,4.34
2020,1,19,0,0.0,3.24,7.09,4.49
2020,1,19,1,0.0,3.17,6.53,4.71
2020,1,19,2,0.0,3.08,6.0,4.92
2020,1,19,3,0.0,3.0,5.46,5.12
2020,1,19,4,0.0,2.93,4.96,5.27
2020,1,19,5,0.0,2.81,4.53,5.36
2020,1,19,6,0.0,2.63,4.25,5.4
2020,1,19,7,55.12,2.26,6.66,5.44
2020,1,19,8,179.77,2.0,9.69,5.49
2020,1,19,9,333.83,0.87,14.09,4.99
2020,1,19,10,464.42,0.24,16.84,4.26
2020,1,19,11,595.8,0.89,18.51,3.84
2020,1,19,12,648.0,1.42,19.58,3.62
2020,1,19,13,593.5,1.63,20.07,3.47
2020,1,19,14,466.52,1.64,20.0,3.36
2020,1,19,15,296.9,1.77,19.31,3.29
2020,1,19,16,114.97,1.49,16.7,4.54
2020,1,19,17,6.45,1.99,13.66,3.89
2020,1,19,18,0.0,2.5,11.82,3.86
2020,1,19,19,0.0,2.91,10.15,3.87
2020,1,19,20,0.0,3.17,8.9,3.82
2020,1,19,21,0.0,3.2,8.04,3.79
2020,1,19,22,0.0,3.16,7.3,3.79
2020,1,19,23,0.0,3.11,6.69,3.82
2020,1,20,0,0.0,3.05,6.21,3.87
2020,1,20,1,0.0,2.98,5.84,3.92
2020,1,20,2,0.0,2.93,5.47,3.97
2020,1,20,3,0.0,2.85,5.21,4.0
2020,1,20,4,0.0,2.75,4.94,4.01
2020,1,20,5,0.0,2.61,4.82,3.99
2020,1,20,6,0.0,2.43,4.89,3.97
2020,1,20,7,68.25,2.06,7.39,4.14
2020,1,20,8,211.45,2.21,10.32,4.1
2020,1,20,9,357.12,1.64,14.16,3.93
2020,1,20,10,472.8,1.13,16.78,3.64
2020,1,20,11,561.7,1.22,17.94,3.55
2020,1,20,12,537.17,1.68,18.73,3.5
2020,1,20,13,482.62,1.96,19.18,3.46
2020,1,20,14,322.02,1.93,19.11,3.44
2020,1,20,15,208.15,1.73,18.48,3.48
2020,1,20,16,84.72,1.13,16.6,4.69
2020,1,20,17,5.85,0.98,15.35,4.2
2020,1,20,18,0.0,0.93,14.85,4.04
2020,1,20,19,0.0,1.23,14.03,4.05
2020,1,20,20,0.0,1.67,12.94,4.17
2020,1,20,21,0.0,2.12,11.76,4.28
2020,1,20,22,0.0,2.5,10.81,4.34
2020,1,20,23,0.0,2.79,10.24,4.35
2020,1,21,0,0.0,2.91,9.92,4.37
2020,1,21,1,0.0,3.01,9.68,4.41
2020,1,21,2,0.0,3.09,9.34,4.46
2020,1,21,3,0.0,3.2,8.98,4.51
2020,1,21,4,0.0,3.13,8.59,4.55
2020,1,21,5,0.0,2.99,8.27,4.58
2020,1,21,6,0.0,2.91,7.78,4.62
2020,1,21,7,76.88,3.97,9.13,4.68
2020,1,21,8,252.75,4.02,11.69,4.83
2020,1,21,9,436.0,4.26,15.51,5.01
2020,1,21,10,572.83,4.15,18.73,4.88
2020,1,21,11,655.83,3.56,20.42,4.88
2020,1,21,12,669.53,2.97,21.45,4.91
2020,1,21,13,611.22,2.33,21.95,4.9
2020,1,21,14,496.6,1.74,21.94,4.89
2020,1,21,15,324.45,1.34,21.28,4.9
2020,1,21,16,133.6,0.91,19.32,5.89
2020,1,21,17,8.15,1.27,17.1,5.27
2020,1,21,18,0.0,1.94,15.31,5.23
2020,1,21,19,0.0,2.52,13.51,5.23
2020,1,21,20,0.0,3.03,12.08,5.24
2020,1,21,21,0.0,3.29,11.13,5.27
2020,1,21,22,0.0,3.53,10.35,5.31
2020,1,21,23,0.0,3.73,9.72,5.3
2020,1,22,0,0.0,3.91,9.21,5.22
2020,1,22,1,0.0,3.91,8.69,5.12
2020,1,22,2,0.0,3.58,8.07,5.02
2020,1,22,3,0.0,3.28,7.48,4.93
2020,1,22,4,0.0,3.1,7.04,4.86
2020,1,22,5,0.0,3.0,6.7,4.8
2020,1,22,6,0.0,2.92,6.47,4.74
2020,1,22,7,78.05,2.9,9.18,4.74
2020,1,22,8,260.5,2.98,12.36,4.76
2020,1,22,9,445.8,2.7,16.56,4.91
2020,1,22,10,589.15,2.4,19.42,4.98
2020,1,22,11,652.75,2.04,21.03,4.87
2020,1,22,12,663.95,2.22,22.06,4.74
2020,1,22,13,607.15,2.9,22.53,4.61
2020,1,22,14,476.15,3.42,22.36,4.43
2020,1,22,15,304.35,3.67,21.51,4.31
2020,1,22,16,122.1,2.72,18.41,5.08
2020,1,22,17,7.9,3.24,14.28,4.8
2020,1,22,18,0.0,3.61,13.03,4.53
2020,1,22,19,0.0,3.82,12.1,4.35
2020,1,22,20,0.0,3.85,11.09,4.25
2020,1,22,21,0.0,3.83,10.21,4.18
2020,1,22,22,0.0,3.82,9.47,4.13
2020,1,22,23,0.0,3.79,8.81,4.12
2020,1,23,0,0.0,3.78,8.17,4.15
2020,1,23,1,0.0,3.82,7.61,4.22
2020,1,23,2,0.0,3.84,7.05,4.35
2020,1,23,3,0.0,3.67,6.42,4.53
2020,1,23,4,0.0,3.61,5.88,4.7
2020,1,23,5,0.0,3.6,5.48,4.81
2020,1,23,6,0.0,3.51,5.14,4.84
2020,1,23,7,85.8,4.66,7.61,4.83
2020,1,23,8,281.55,3.98,10.66,4.85
2020,1,23,9,478.42,5.29,15.1,4.64
2020,1,23,10,632.6,5.22,17.78,4.4
2020,1,23,11,729.38,4.94,19.53,4.2
2020,1,23,12,741.95,5.1,20.7,4.01
2020,1,23,13,684.28,5.32,21.22,3.82
2020,1,23,14,558.83,5.38,21.04,3.65
2020,1,23,15,352.48,5.18,20.08,3.56
2020,1,23,16,142.75,3.41,17.35,3.96
2020,1,23,17,8.52,3.17,12.49,4.12
2020,1,23,18,0.0,3.17,10.99,3.97
2020,1,23,19,0.0,3.0,9.96,3.87
2020,1,23,20,0.0,2.99,9.08,3.78
2020,1,23,21,0.0,3.16,8.33,3.7
2020,1,23,22,0.0,3.3,7.7,3.64
2020,1,23,23,0.0,3.41,7.14,3.59
2020,1,24,0,0.0,3.48,6.67,3.56
2020,1,24,1,0.0,3.55,6.18,3.52
2020,1,24,2,0.0,3.53,5.69,3.5
2020,1,24,3,0.0,3.48,5.17,3.49
2020,1,24,4,0.0,3.44,4.74,3.48
2020,1,24,5,0.0,3.42,4.32,3.47
